,Partner Name,Specializations Link,Specializations Title ,description,Star Rating 5,Reviwers,meta,Course 1 Title,Course 1 link,Course 1 Duration Hours,Course 1 Rating 5 Stars,Course 1 Number of Raters ,Course 1 enrollment,Course 2 Title,Course 2 link,Course 2 Duration Hours,Course 2 Rating 5 Stars,Course 2 Number of Raters ,Course 2 enrollment,Course 3 Title,Course 3 link,Course 3 Duration Hours,Course 3 Rating 5 Stars,Course 3 Number of Raters ,Course 3 enrollment,Course 4 Title,Course 4 link,Course 4 Duration Hours,Course 4 Rating 5 Stars,Course 4 Number of Raters ,Course 4 enrollment,Course 5 Title,Course 5 link,Course 5 Duration Hours,Course 5 Rating 5 Stars,Course 5 Number of Raters ,Course 5 enrollment,Course 6 Title,Course 6 link,Course 6 Duration Hours,Course 6 Rating 5 Stars,Course 6 Number of Raters ,Course 6 enrollment,Course 7 Title,Course 7 link,Course 7 Duration Hours,Course 7 Rating 5 Stars,Course 7 Number of Raters ,Course 7 enrollment,Course 8 Title,Course 8 link,Course 8 Duration Hours,Course 8 Rating 5 Stars,Course 8 Number of Raters ,Course 8 enrollment,Course 9 Title,Course 9 link,Course 9 Duration Hours,Course 9 Rating 5 Stars,Course 9 Number of Raters ,Course 9 enrollment,Course 10 Title,Course 10 link,Course 10 Duration Hours,Course 10 Rating 5 Stars,Course 10 Number of Raters ,Course 10 enrollment,Course 11 Title,Course 11 link,Course 11 Duration Hours,Course 11 Rating 5 Stars,Course 11 Number of Raters ,Course 11 enrollment,Course 12 Title,Course 12 link,Course 12 Duration Hours,Course 12 Rating 5 Stars,Course 12 Number of Raters ,Course 12 enrollment,Course 13 Title,Course 13 link,Course 13 Duration Hours,Course 13 Rating 5 Stars,Course 13 Number of Raters ,Course 13 enrollment
613,TecnolÃ³gico de Monterrey,/specializations/analiticas-mkt-digital,Analticas de Marketing Digital,"Skills you'll gain: Marketing, Digital Marketing, Market Analysis, Big Data, Business Analysis, Communication, Data Analysis, Data Management, Media Strategy & Planning, Social Media, Accounting",4.7,114,Intermediate   Specialization   1 - 3 Months,Analticas y MÃ©tricas de Marketing,/learn/analticas-y-mtricas-de-marketing?specialization=analiticas-mkt-digital,27,4.7,104,8503,Analticas en PÃ¡ginas Web,/learn/analiticas-paginas-web?specialization=analiticas-mkt-digital,21,,,NONE,Analticas en Redes Sociales,/learn/analticas-en-redes-sociales?specialization=analiticas-mkt-digital,22,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Google Cloud,/specializations/gcp-architecture-jp,Architecting with Google Compute Engine ,"Skills you'll gain: Cloud Computing, Google Cloud Platform, Cloud Platforms, Databases, Computer Architecture, Computer Networking, Network Architecture, Security Engineering, Network Security, Strategy and Operations, Sales, Cloud Storage, Kubernetes, Operations Management, Cloud Load Balancing, Contract Management, Distributed Computing Architecture, Entrepreneurship, Full-Stack Web Development, Leadership and Management, Marketing, Strategy, Web Development, Account Management, Billing & Invoicing, Data Management, DevOps, Finance, Google App Engine, SQL, Statistical Programming, Big Data, Machine Learning",4.5,858,Intermediate   Specialization   3 - 6 Months,Google Cloud Fundamentals: Core Infrastructure ,/learn/gcp-fundamentals-jp?specialization=gcp-architecture-jp,8,4.5,689,11054,Essential Cloud Infrastructure: Foundation ,/learn/gcp-infrastructure-foundation-jp?specialization=gcp-architecture-jp,7,4.6,213,4343,Essential Cloud Infrastructure: Core Services ,/learn/gcp-infrastructure-core-services-jp?specialization=gcp-architecture-jp,8,4.5,158,4017,Elastic Cloud Infrastructure: Scaling and Automation ,/learn/gcp-infrastructure-scaling-automation-jp?specialization=gcp-architecture-jp,7,4.5,104,3340,Reliable Cloud Infrastructure: Design and Process ,/learn/cloud-infrastructure-design-process-jp?specialization=gcp-architecture-jp,8,4.6,80,2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Google Cloud,/specializations/gcp-data-machine-learning-jp,"Data Engineering, Big Data and ML on Google Cloud ","Skills you'll gain: Cloud Computing, Data Management, Computer Architecture, Distributed Computing Architecture, Big Data, Full-Stack Web Development, Web Development, Cloud Platforms, Google Cloud Platform, Machine Learning, Databases, Extract, Transform, Load, Hardware Design, SQL, Statistical Programming, Apache, Cloud Storage, Computer Networking, Computer Programming, Data Architecture, Data Model, Database Administration, Database Application, Database Theory, Network Architecture, Operating Systems, Software Framework, System Programming, Theoretical Computer Science, Computer Programming Tools, Kubernetes, Python Programming, Strategy and Operations, Tensorflow",4.4,288,Intermediate   Specialization   3 - 6 Months,Google Cloud Big Data and Machine Learning Fundamentals ,/learn/gcp-big-data-ml-fundamentals-jp?specialization=gcp-data-machine-learning-jp,11,4.5,237,5799,Modernizing Data Lakes and Data Warehouses with GCP ,/learn/data-lakes-data-warehouses-gcp-jp?specialization=gcp-data-machine-learning-jp,7,4.3,48,NONE,Building Batch Data Pipelines on GCP ,/learn/batch-data-pipelines-gcp-jp?specialization=gcp-data-machine-learning-jp,17,4.4,29,NONE,Building Resilient Streaming Analytics Systems on GCP ,/learn/streaming-analytics-systems-gcp-jp?specialization=gcp-data-machine-learning-jp,11,4.8,18,NONE,"Smart Analytics, Machine Learning, and AI on GCP ",/learn/smart-analytics-machine-learning-ai-gcp-jp?specialization=gcp-data-machine-learning-jp,8,4.5,31,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Johns Hopkins University,/specializations/tidyverse-data-science-r,Tidyverse Skills for Data Science in R,"Skills you'll gain: Statistical Programming, R Programming, Data Management, Data Visualization, Theoretical Computer Science, Extract, Transform, Load, Plot Graphics), General Statistics, Machine Learning, Probability & Statistics, Data Analysis, Business Analysis, Computer Programming, Econometrics, Programming Principles, Regression, Databases, Software Architecture, Software Engineering, Spreadsheet Software, Advertising, Communication, Computational Logic, Data Mining, Data Structures, Entrepreneurship, Experiment, Exploratory Data Analysis, Leadership and Management, Marketing, Mathematics, Natural Language Processing, Problem Solving, Research and Design, Statistical Tests",4.5,82,Beginner   Specialization   3 - 6 Months,Introduction to the Tidyverse,/learn/tidyverse?specialization=tidyverse-data-science-r,7,4.3,35,3675,Importing Data in the Tidyverse,/learn/tidyverse-importing-data?specialization=tidyverse-data-science-r,13,4.7,39,1585,Wrangling Data in the Tidyverse,/learn/tidyverse-data-wrangling?specialization=tidyverse-data-science-r,14,4.5,29,1744,Visualizing Data in the Tidyverse,/learn/tidyverse-visualize-data?specialization=tidyverse-data-science-r,14,4.6,17,NONE,Modeling Data in the Tidyverse,/learn/tidyverse-modelling-data?specialization=tidyverse-data-science-r,21,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Universidad de Palermo,/specializations/programa-psicologia,Psicologa,"Skills you'll gain: Entrepreneurship, Business Psychology, Computer Programming, Human Learning, Other Programming Languages, Python Programming, Research and Design, Statistical Programming, Leadership and Management, Human Computer Interaction, Market Research, Behavioral Economics, Business Analysis, Human Resources, People Analysis, People Development, People Management, Problem Solving, Strategy and Operations, User Experience, Communication, Design and Product, User Research, Advertising",4.8,923,Beginner   Specialization   3 - 6 Months,Psicologa ,/learn/psicologia?specialization=programa-psicologia,13,4.8,293,13753,"CogniciÃ³n, Pensamiento y Lenguaje",/learn/cognicion-pensamiento-y-lenguaje?specialization=programa-psicologia,11,4.8,131,4580,Psicologa del Aprendizaje,/learn/psicologia-del-aprendizaje?specialization=programa-psicologia,13,4.9,236,5429,IntroducciÃ³n a la Neurociencia,/learn/neurociencia?specialization=programa-psicologia,12,4.7,281,16149,Psicologa de la PercepciÃ³n,/learn/psicologia-de-la-percepcion?specialization=programa-psicologia,17,4.9,127,4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,University of Michigan,/specializations/feedback-loops,Feedback Loops: How to Give & Receive High-Quality Feedback,"Skills you'll gain: Communication, Creativity, Emotional Intelligence, Leadership Development, People Management",NON,NONE,Beginner   Specialization   3 - 6 Months,Feedback Loops: Feedback Fundamentals ,/learn/feedback-fundamentals?specialization=feedback-loops,14,,,1926,Feedback Loops: Vertical Feedback ,/learn/vertical-feedback?specialization=feedback-loops,13,,,NONE,Feedback Loops: Horizontal Feedback ,/learn/horizontal-feedback?specialization=feedback-loops,10,,,NONE,Feedback Loops: Team Feedback,/learn/team-feedback?specialization=feedback-loops,10,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,MathWorks,/specializations/practical-data-science-matlab,Practical Data Science with MATLAB,"Skills you'll gain: Data Analysis, Machine Learning, Probability & Statistics, Business Analysis, Data Analysis Software, Exploratory Data Analysis, Mathematics, Matlab, Data Visualization, Applied Machine Learning, Machine Learning Algorithms, Linear Algebra, Web Development, Data Management, Feature Engineering, Extract, Transform, Load, Correlation And Dependence, Plot Graphics), Statistical Analysis, General Statistics, Regression, Probability Distribution, Statistical Visualization, Data Science, Econometrics",4.7,994,Beginner   Specialization   3 - 6 Months,Exploratory Data Analysis with MATLAB,/learn/exploratory-data-analysis-matlab?specialization=practical-data-science-matlab,19,4.8,786,37250,Data Processing and Feature Engineering with MATLAB,/learn/feature-engineering-matlab?specialization=practical-data-science-matlab,20,4.7,325,14052,Predictive Modeling and Machine Learning with MATLAB,/learn/predictive-modeling-machine-learning?specialization=practical-data-science-matlab,22,4.8,108,13903,Data Science Project: MATLAB for the Real World,/learn/matlab-capstone?specialization=practical-data-science-matlab,13,4.8,24,4787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Johns Hopkins University,/specializations/data-literacy,Data Literacy,"Skills you'll gain: Probability & Statistics, General Statistics, Research and Design, Data Analysis, Regression, Basic Descriptive Statistics, Correlation And Dependence, Data Visualization, Feature Engineering, Machine Learning, Probability Distribution, Statistical Analysis, Survey Creation",4.6,195,Beginner   Specialization   3 - 6 Months,"Data â\x80\x93 What It Is, What We Can Do With It",/learn/data-what-it-is-what-can-we-do-with-it?specialization=data-literacy,11,4.6,135,6094,Measurement â\x80\x93 Turning Concepts into Data,/learn/measurement-turning-concepts-data?specialization=data-literacy,11,4.8,68,2416,Quantifying Relationships with Regression Models,/learn/quantifying-relationships-regression-models?specialization=data-literacy,11,4.6,17,2233,What are the Chances? Probability and Uncertainty in Statistics,/learn/chances-probability-uncertainty-statistics?specialization=data-literacy,10,4.5,12,2288,Data Literacy Capstone â\x80\x93 Evaluating Research,/learn/data-literacy-capstone-evaluating-research?specialization=data-literacy,5,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,TecnolÃ³gico de Monterrey,/specializations/leadership-critical-thinking,Leadership and Critical Thinking,"Skills you'll gain: Leadership and Management, Leadership Development, Human Resources, Business Psychology, Communication, Entrepreneurship, Business Analysis, Critical Thinking, People Development, Problem Solving, Research and Design, Business Communication, Emotional Intelligence, Decision Making, Resilience, Customer Relationship Management, Employee Relations, Organizational Development, People Management, Strategy and Operations, Change Management, FinTech, Finance, Marketing",4.5,106,Advanced   Specialization   1 - 3 Months,Leadership and organizational behavior,/learn/leadership-and-organizational-behavior?specialization=leadership-critical-thinking,25,4.5,61,6443,Critical thinking: reasoned decision making,/learn/critical-thinking-reasoned-decision-making?specialization=leadership-critical-thinking,24,4.5,31,3515,Leadership focused on Human Flourishing,/learn/leadership-focused-on-human-flourishing?specialization=leadership-critical-thinking,24,4.9,22,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,UniversitÃ  di Napoli Federico II,/specializations/data-visualization-con-tableau,Data Visualization: Analisi dei dati con Tableau,"Skills you'll gain: Data Analysis, Business Analysis, Data Visualization, Data Visualization Software, Data Analysis Software, Tableau Software",4.5,8,Beginner   Specialization   3 - 6 Months,Introduzione alla Data Visualization con Tableau,/learn/introduzione-data-visualization-tableau?specialization=data-visualization-con-tableau,18,,,NONE,Data Visualization e manipolazione dei dati con Tableau,/learn/data-visualization-manipolazione-tableau?specialization=data-visualization-con-tableau,19,,,NONE,Business Intelligence con la Product Suite di Tableau,/learn/business-intelligence-con-tableau?specialization=data-visualization-con-tableau,24,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Radio y TelevisiÃ³n EspaÃ±ola,/specializations/competencias-habilidades-entorno-digital-redes-sociales,Competencias y habilidades esenciales en el entorno digital,"Skills you'll gain: Computer Graphics, Communication, Graphic Design, Media Production, Computer Graphic Techniques, Marketing, Mobile Development, iOS Development, Advertising, Human Computer Interaction, Social Media, User Experience",4.9,4,Beginner   Specialization   3 - 6 Months,Competencias y recursos bÃ¡sicos para entornos digitales,/learn/competencias-recursos-entornos-digitales?specialization=competencias-habilidades-entorno-digital-redes-sociales,4,4.9,34,NONE,Posicionamiento en redes: estrategias de contenido.,/learn/redes-sociales-estrategias-contenido?specialization=competencias-habilidades-entorno-digital-redes-sociales,3,,,NONE,BÃºsqueda avanzada y verificaciÃ³n de informaciÃ³n,/learn/busqueda-avanzada-y-verificacion-de-informacion?specialization=competencias-habilidades-entorno-digital-redes-sociales,2,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Universidad Nacional AutÃ³noma de MÃ©xico,/specializations/creatividad-diseno-innovacion,"Creatividad, diseÃ±o e innovaciÃ³n: TÃ©cnicas y herramientas","Skills you'll gain: Research and Design, Entrepreneurship, Innovation, Creativity, Design and Product, Leadership and Management, Communication, Computer Graphics, Graphic Design, Visual Design, Human Computer Interaction, Interactive Design, Product Design, Algorithms, Graphics Software, Software Architecture, Software Engineering, Theoretical Computer Science",4.7,400,Beginner   Specialization   3 - 6 Months,Ser mÃ¡s creativos,/learn/creatividad?specialization=creatividad-diseno-innovacion,5,4.7,3193,192556,Innovar,/learn/innovacion-diseno?specialization=creatividad-diseno-innovacion,12,4.8,722,13871,Entender el diseÃ±o,/learn/entender-diseno?specialization=creatividad-diseno-innovacion,13,4.8,534,17591,"Creatividad, diseÃ±o e innovaciÃ³n: TÃ©cnicas y herramientas - Proyecto Final",/learn/creatividad-proyecto-final?specialization=creatividad-diseno-innovacion,11,4.8,86,4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Macquarie University,/specializations/solving-complex-problems,Solving Complex Problems,"Skills you'll gain: Entrepreneurship, Research and Design, Leadership and Management, Problem Solving, Innovation, Communication, Business Psychology, General Statistics, Machine Learning, Marketing, Probability & Statistics, Strategy and Operations, Advertising, Business Analysis, Critical Thinking, Culture, Decision Making, Econometrics, Finance, Forecasting, Human Learning, Investment Management, Machine Learning Software, Organizational Development, Sales, Strategy, Accounting, Adaptability, Artificial Neural Networks, Behavioral Economics, Collaboration, Data Visualization, Epidemiology, Scientific Visualization, Writing",4.5,194,Beginner   Specialization   3 - 6 Months,Analysing Complexity,/learn/analysing-complexity?specialization=solving-complex-problems,12,4.5,141,19516,Evaluating Problems,/learn/evaluating-problems?specialization=solving-complex-problems,16,4.7,46,9946,Creating Innovation,/learn/creating-innovation?specialization=solving-complex-problems,15,4.7,50,7883,Solving Complex Problems Capstone,/learn/solving-complex-problems?specialization=solving-complex-problems,10,4.4,26,3639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,LearnQuest,/specializations/front-end-developer,Front-End Developer,"Skills you'll gain: Computer Architecture, Distributed Computing Architecture, Full-Stack Web Development, Web Development, Software Architecture, Software Engineering, Theoretical Computer Science, Front-End Web Development",4.2,17,Beginner   Specialization   1 - 3 Months,RESTful Web Services with JAX-RS,/learn/restful-web-services-jax-rs?specialization=front-end-developer,8,4.3,10,NONE,SOAP Web Services with JAX-WS,/learn/soap-web-services-jax-ws?specialization=front-end-developer,3,,,NONE,HTML - Front-End Developer,/learn/html-front-end-developer-web-services?specialization=front-end-developer,6,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"University of California, Irvine",/specializations/uci-blockchain,Blockchain,"Skills you'll gain: BlockChain, Finance, Computer Architecture, Security Engineering, Distributed Computing Architecture, Theoretical Computer Science, Algorithms, Computational Logic, Computer Networking, Cryptography, Hardware Design, Mathematical Theory & Analysis, Mathematics, Network Security, Operating Systems, Software Security, System Security, Data Structures, FinTech, Software Architecture, Software Engineering",4.1,187,Beginner   Specialization   3 - 6 Months,The Blockchain,/learn/uciblockchain?specialization=uci-blockchain,9,4.1,151,14370,Cryptography and Hashing Overview,/learn/crypto-hashing?specialization=uci-blockchain,9,4.6,42,6363,The Merkle Tree and Cryptocurrencies,/learn/merkle-cryptocurrencies?specialization=uci-blockchain,8,4.8,24,4023,The Blockchain System,/learn/blockchain-system?specialization=uci-blockchain,12,4,29,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Infosec,/specializations/cybersecurity-foundations,Cybersecurity Foundations,"Skills you'll gain: Operating Systems, Security Engineering, Accounting, Audit, Cloud Computing, Cloud Infrastructure, Computer Networking, Cyberattacks, Finance, Human Computer Interaction, Leadership and Management, Linux, Network Security, Risk Management, Security Strategy, Software Architecture, Software Engineering, System Security, Theoretical Computer Science, User Experience, Cloud Platforms, Probability & Statistics, Programming Principles, Systems Design",4.7,402,Beginner   Specialization   1 - 3 Months,Introduction to Cybersecurity Foundations,/learn/introduction-to-cybersecurity-foundations?specialization=cybersecurity-foundations,2,4.7,345,26604,Operating System Foundations,/learn/operating-system-foundations?specialization=cybersecurity-foundations,3,4.7,31,3191,Cybersecurity Policy Foundations,/learn/cybersecurity-policy-foundations?specialization=cybersecurity-foundations,1,4.5,42,2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
